laureate_id,prize_name,prize_country,prize_founding_year,year,session,author,author_country,author_continent,book_title,publisher,notes,attribution_type,decade
L0052,Prix Goncourt,France,1903,1954,,Simone de Beauvoir,France,Europe,Les Mandarins,Gallimard,,Standard,1950
L0053,Prix Goncourt,France,1903,1955,,Roger Ikor,France,Europe,Les Eaux mêlées,Albin Michel,,Standard,1950
L0054,Prix Goncourt,France,1903,1956,,Romain Gary,France,Europe,Les Racines du ciel[59],Gallimard,,Standard,1950
L0055,Prix Goncourt,France,1903,1957,,Roger Vailland,France,Europe,La Loi,Gallimard,,Standard,1950
L0056,Prix Goncourt,France,1903,1958,,Francis Walder,Belgium,Europe,Saint-Germain ou la Négociation,Gallimard,Auteur belge,Standard,1950
L0057,Prix Goncourt,France,1903,1959,,André Schwarz-Bart,France,Europe,Le Dernier des Justes,Seuil,,Standard,1950
L0058,Prix Goncourt,France,1903,1960,,Vintila Horia,France,Europe,Dieu est né en exil,Fayard,"Attribué mais non décerné, à la suite d'une campagne de presse sur son passé fasciste.",Standard,1960
L0059,Prix Goncourt,France,1903,1961,,Jean Cau,France,Europe,La Pitié de Dieu,Gallimard,,Standard,1960
L0060,Prix Goncourt,France,1903,1962,,Anna Langfus,France,Europe,Les Bagages de sable,Gallimard,,Standard,1960
L0061,Prix Goncourt,France,1903,1963,,Armand Lanoux,France,Europe,Quand la mer se retire,Julliard,,Standard,1960
L0062,Prix Goncourt,France,1903,1964,,Georges Conchon,France,Europe,L'État sauvage,Albin Michel,,Standard,1960
L0063,Prix Goncourt,France,1903,1965,,Jacques Borel,France,Europe,L'Adoration,Gallimard,,Standard,1960
L0064,Prix Goncourt,France,1903,1966,,Edmonde Charles-Roux,France,Europe,Oublier Palerme,Grasset,,Standard,1960
L0065,Prix Goncourt,France,1903,1967,,André Pieyre de Mandiargues,France,Europe,La Marge,Gallimard,,Standard,1960
L0066,Prix Goncourt,France,1903,1968,,Bernard Clavel,France,Europe,Les Fruits de l'hiver,Robert Laffont,,Standard,1960
L0067,Prix Goncourt,France,1903,1969,,Félicien Marceau,France,Europe,Creezy,Gallimard,,Standard,1960
L0068,Prix Goncourt,France,1903,1970,,Michel Tournier,France,Europe,Le Roi des Aulnes,Gallimard,Seul cas d'unanimité du jury (au second tour)[5],Standard,1970
L0069,Prix Goncourt,France,1903,1971,,Jacques Laurent,France,Europe,Les Bêtises,Grasset,,Standard,1970
L0070,Prix Goncourt,France,1903,1972,,Jean Carrière,France,Europe,L'Épervier de Maheux,Pauvert,,Standard,1970
L0071,Prix Goncourt,France,1903,1973,,Jacques Chessex,Switzerland,Europe,L'Ogre,Grasset,Premier lauréat suisse,Standard,1970
L0072,Prix Goncourt,France,1903,1974,,Pascal Lainé,France,Europe,La Dentellière,Gallimard,,Standard,1970
L0073,Prix Goncourt,France,1903,1975,,Émile Ajar (Romain Gary),France,Europe,La Vie devant soi,Mercure de France,"Unique cas de double lauréat, par ignorance de la mystification[60]",Standard,1970
L0074,Prix Goncourt,France,1903,1976,,Patrick Grainville,France,Europe,Les Flamboyants,Seuil,,Standard,1970
L0075,Prix Goncourt,France,1903,1977,,Didier Decoin,France,Europe,John l'Enfer,Seuil,,Standard,1970
L0076,Prix Goncourt,France,1903,1978,,Patrick Modiano,France,Europe,Rue des Boutiques obscures,Gallimard,,Standard,1970
L0077,Prix Goncourt,France,1903,1979,,Antonine Maillet,Canada,North America,Pélagie-la-Charrette,Grasset,Premier lauréat canadien et premier lauréat non-européen,Standard,1970
L0078,Prix Goncourt,France,1903,1980,,Yves Navarre,France,Europe,Le Jardin d'acclimatation,Flammarion,,Standard,1980
L0079,Prix Goncourt,France,1903,1981,,Lucien Bodard,France,Europe,Anne Marie,Grasset,,Standard,1980
L0080,Prix Goncourt,France,1903,1982,,Dominique Fernandez,France,Europe,Dans la main de l'ange,Grasset,,Standard,1980
L0081,Prix Goncourt,France,1903,1983,,Frédérick Tristan,France,Europe,Les Égarés,Balland,,Standard,1980
L0082,Prix Goncourt,France,1903,1984,,Marguerite Duras,France,Europe,L'Amant,Minuit,,Standard,1980
L0083,Prix Goncourt,France,1903,1985,,Yann Queffélec,France,Europe,Les Noces barbares,Gallimard,,Standard,1980
L0084,Prix Goncourt,France,1903,1986,,Michel Host,France,Europe,Valet de nuit,Grasset,,Standard,1980
L0085,Prix Goncourt,France,1903,1987,,Tahar Ben Jelloun,Morocco,Africa,La Nuit sacrée,Seuil,Premier lauréat marocain et africain,Standard,1980
L0086,Prix Goncourt,France,1903,1988,,Erik Orsenna,France,Europe,L'Exposition coloniale,Seuil,,Standard,1980
L0087,Prix Goncourt,France,1903,1989,,Jean Vautrin,France,Europe,Un grand pas vers le bon Dieu,Grasset,,Standard,1980
L0088,Prix Goncourt,France,1903,1990,,Jean Rouaud,France,Europe,Les Champs d'honneur,Minuit,,Standard,1990
L0089,Prix Goncourt,France,1903,1991,,Pierre Combescot,France,Europe,Les Filles du Calvaire,Grasset,,Standard,1990
L0090,Prix Goncourt,France,1903,1992,,Patrick Chamoiseau,France,Europe,Texaco,Gallimard,,Standard,1990
L0091,Prix Goncourt,France,1903,1993,,Amin Maalouf,Lebanon,Asia,Le Rocher de Tanios,Grasset,Premier lauréat libanais,Standard,1990
L0092,Prix Goncourt,France,1903,1994,,Didier van Cauwelaert,France,Europe,Un aller simple,Albin Michel,,Standard,1990
L0093,Prix Goncourt,France,1903,1995,,Andreï Makine,France,Europe,Le Testament français,Mercure de France,Également prix Médicis,Standard,1990
L0094,Prix Goncourt,France,1903,1996,,Pascale Roze,France,Europe,Le Chasseur Zéro,Albin Michel,,Standard,1990
L0095,Prix Goncourt,France,1903,1997,,Patrick Rambaud,France,Europe,La Bataille,Grasset,Également grand prix du roman de l'Académie française,Standard,1990
L0096,Prix Goncourt,France,1903,1998,,Paule Constant,France,Europe,Confidence pour confidence,Gallimard,,Standard,1990
L0097,Prix Goncourt,France,1903,1999,,Jean Echenoz,France,Europe,Je m'en vais,Minuit,,Standard,1990
L0098,Prix Goncourt,France,1903,2000,,Jean-Jacques Schuhl,France,Europe,Ingrid Caven,Gallimard,,Standard,2000
L0099,Prix Goncourt,France,1903,2001,,Jean-Christophe Rufin,France,Europe,Rouge Brésil,Gallimard,,Standard,2000
L0100,Prix Goncourt,France,1903,2002,,Pascal Quignard,France,Europe,Les Ombres errantes,Grasset,,Standard,2000
L0101,Prix Goncourt,France,1903,2003,,Jacques-Pierre Amette,France,Europe,La Maîtresse de Brecht,Albin Michel,,Standard,2000
L0102,Prix Goncourt,France,1903,2004,,Laurent Gaudé,France,Europe,Le Soleil des Scorta,Actes Sud,,Standard,2000
L0103,Prix Goncourt,France,1903,2005,,François Weyergans,Belgium,Europe,Trois jours chez ma mère,Grasset,Auteur belge,Standard,2000
L0104,Prix Goncourt,France,1903,2006,,Jonathan Littell,France,Europe,Les Bienveillantes,Gallimard,Également grand prix du roman de l'Académie française,Standard,2000
L0105,Prix Goncourt,France,1903,2007,,Gilles Leroy,France,Europe,Alabama Song,Mercure de France,,Standard,2000
L0106,Prix Goncourt,France,1903,2008,,Atiq Rahimi,France,Europe,Syngué sabour. Pierre de patience,P.O.L.,,Standard,2000
L0107,Prix Goncourt,France,1903,2009,,Marie NDiaye,France,Europe,Trois Femmes puissantes,Gallimard,,Standard,2000
L0108,Prix Goncourt,France,1903,2010,,Michel Houellebecq[61],France,Europe,La Carte et le Territoire,Flammarion,,Standard,2010
L0109,Prix Goncourt,France,1903,2011,,Alexis Jenni,France,Europe,L'Art français de la guerre,Gallimard,,Standard,2010
L0110,Prix Goncourt,France,1903,2012,,Jérôme Ferrari,France,Europe,Le Sermon sur la chute de Rome,Actes Sud,,Standard,2010
L0111,Prix Goncourt,France,1903,2013,,Pierre Lemaitre,France,Europe,Au revoir là-haut,Albin Michel,,Standard,2010
L0112,Prix Goncourt,France,1903,2014,,Lydie Salvayre,France,Europe,Pas pleurer,Seuil,,Standard,2010
L0113,Prix Goncourt,France,1903,2015,,Mathias Énard,France,Europe,Boussole,Actes Sud,,Standard,2010
L0114,Prix Goncourt,France,1903,2016,,Leïla Slimani,Morocco,Africa,Chanson douce,Gallimard,Deuxième lauréat marocain,Standard,2010
L0115,Prix Goncourt,France,1903,2017,,Éric Vuillard,France,Europe,L'Ordre du jour,Actes Sud,,Standard,2010
L0116,Prix Goncourt,France,1903,2018,,Nicolas Mathieu,France,Europe,Leurs enfants après eux,Actes Sud,,Standard,2010
L0117,Prix Goncourt,France,1903,2019,,Jean-Paul Dubois,France,Europe,Tous les hommes n'habitent pas le monde de la même façon,L'Olivier,,Standard,2010
L0118,Prix Goncourt,France,1903,2020,,Hervé Le Tellier,France,Europe,L'Anomalie,Gallimard,,Standard,2020
L0119,Prix Goncourt,France,1903,2021,,Mohamed Mbougar Sarr,Senegal,Africa,La Plus secrète mémoire des hommes,Philippe Rey,"Premier lauréat sénégalais,  premier lauréat d’Afrique subsaharienne",Standard,2020
L0120,Prix Goncourt,France,1903,2022,,Brigitte Giraud,France,Europe,Vivre vite,Flammarion,,Standard,2020
L0121,Prix Goncourt,France,1903,2023,,Jean-Baptiste Andrea,France,Europe,Veiller sur elle,L'Iconoclaste,Également Prix du roman Fnac,Standard,2020
L0122,Prix Goncourt,France,1903,2024,,Kamel Daoud,Algeria,Africa,Houris,Gallimard,Premier lauréat algérien - Également lauréat du prix Landerneau des lecteurs,Standard,2020
L0123,Prix Goncourt,France,1903,2025,,Laurent Mauvignier,France,Europe,La Maison vide,Minuit,Également lauréat du prix Landerneau des lecteurs,Standard,2020
L0124,Prix Renaudot,France,1926,1926,,Armand Lunel,France,Europe,Nicolo-Peccavi ou l'Affaire Dreyfus à Carpentras,Gallimard,,Standard,1920
L0125,Prix Renaudot,France,1926,1927,,Bernard Nabonne,France,Europe,Maïtena,Fayard,,Standard,1920
L0126,Prix Renaudot,France,1926,1928,,André Obey,France,Europe,Le Joueur de triangle,Grasset,,Standard,1920
L0127,Prix Renaudot,France,1926,1929,,Marcel Aymé,France,Europe,La Table-aux-crevés,Gallimard,,Standard,1920
L0128,Prix Renaudot,France,1926,1930,,Germaine Beaumont,France,Europe,Piège,Lemerre,Première femme à obtenir le prix,Standard,1930
L0129,Prix Renaudot,France,1926,1931,,Philippe Hériat,France,Europe,L'Innocent,Denoël,,Standard,1930
L0130,Prix Renaudot,France,1926,1932,,Louis-Ferdinand Céline,France,Europe,Voyage au bout de la nuit,Denoël,,Standard,1930
L0131,Prix Renaudot,France,1926,1933,,Charles Braibant,France,Europe,Le roi dort,Denoël,,Standard,1930
L0132,Prix Renaudot,France,1926,1934,,Louis Francis,France,Europe,Blanc,Gallimard,,Standard,1930
L0133,Prix Renaudot,France,1926,1935,,François de Roux,France,Europe,Jours sans gloire,Gallimard,,Standard,1930
L0134,Prix Renaudot,France,1926,1936,,Louis Aragon,France,Europe,Les Beaux Quartiers,Denoël,,Standard,1930
L0135,Prix Renaudot,France,1926,1937,,Jean Rogissart,France,Europe,Mervale,Denoël,,Standard,1930
L0136,Prix Renaudot,France,1926,1938,,Pierre-Jean Launay,France,Europe,Léonie la bienheureuse,Denoël,Également Prix des Deux Magots,Standard,1930
L0137,Prix Renaudot,France,1926,1939,,Jean Malaquais,France,Europe,Les Javanais,Denoël,,Standard,1930
L0138,Prix Renaudot,France,1926,1940,,Jules Roy,France,Europe,La Vallée heureuse,Charlot,Prix décerné en 1946,Standard,1940
L0139,Prix Renaudot,France,1926,1941,,Paul Mousset,France,Europe,Quand le temps travaillait pour nous,Grasset,,Standard,1940
L0140,Prix Renaudot,France,1926,1942,,Robert Gaillard,France,Europe,Les Liens de chaîne,Colbert,,Standard,1940
L0141,Prix Renaudot,France,1926,1943,,André Soubiran,France,Europe,J'étais médecin avec les chars,Didier,,Standard,1940
L0142,Prix Renaudot,France,1926,1944,,Roger Peyrefitte,France,Europe,Les Amitiés particulières,Jean Vigneau,Prix décerné en 1945,Standard,1940
L0143,Prix Renaudot,France,1926,1945,,Henri Bosco,France,Europe,Le Mas Théotime,Charlot,,Standard,1940
L0144,Prix Renaudot,France,1926,1946,,David Rousset,France,Europe,L'Univers concentrationnaire,Pavois,,Standard,1940
L0145,Prix Renaudot,France,1926,1947,,Jean Cayrol,France,Europe,Je vivrai l'amour des autres,Seuil,,Standard,1940
L0146,Prix Renaudot,France,1926,1948,,Pierre Fisson,France,Europe,Voyage aux horizons,Julliard,,Standard,1940
L0147,Prix Renaudot,France,1926,1949,,Louis Guilloux,France,Europe,Le Jeu de patience,Gallimard,,Standard,1940
L0148,Prix Renaudot,France,1926,1950,,Pierre Molaine,France,Europe,Les Orgues de l'enfer,Corrêa,,Standard,1950
L0149,Prix Renaudot,France,1926,1951,,Robert Margerit,France,Europe,Le Dieu nu,Gallimard,,Standard,1950
L0150,Prix Renaudot,France,1926,1952,,Jacques Perry,France,Europe,L'Amour de rien,Julliard,,Standard,1950
L0151,Prix Renaudot,France,1926,1953,,Célia Bertin,France,Europe,La Dernière Innocence,Corrêa,,Standard,1950
L0152,Prix Renaudot,France,1926,1954,,Jean Reverzy,France,Europe,Le Passage,Julliard,,Standard,1950
L0153,Prix Renaudot,France,1926,1955,,Georges Govy,France,Europe,Le Moissonneur d'épines,La Table ronde,,Standard,1950
L0154,Prix Renaudot,France,1926,1956,,André Perrin,France,Europe,Le Père,Julliard,,Standard,1950
L0155,Prix Renaudot,France,1926,1957,,Michel Butor,France,Europe,La Modification,Minuit,,Standard,1950
L0156,Prix Renaudot,France,1926,1958,,Édouard Glissant,France,Europe,La Lézarde,Seuil,,Standard,1950
L0157,Prix Renaudot,France,1926,1959,,Albert Palle,France,Europe,L'Expérience,Julliard,,Standard,1950
L0158,Prix Renaudot,France,1926,1960,,Alfred Kern,France,Europe,Le Bonheur fragile,Gallimard,,Standard,1960
L0159,Prix Renaudot,France,1926,1961,,Roger Bordier,France,Europe,Les Blés,Calmann-Lévy,,Standard,1960
L0160,Prix Renaudot,France,1926,1962,,Simonne Jacquemard,France,Europe,Le Veilleur de nuit,Seuil,,Standard,1960
L0161,Prix Renaudot,France,1926,1963,,J. M. G. Le Clézio,France,Europe,Le Procès-verbal,Gallimard,,Standard,1960
L0162,Prix Renaudot,France,1926,1964,,Jean-Pierre Faye,France,Europe,L'Écluse,Seuil,,Standard,1960
L0163,Prix Renaudot,France,1926,1965,,Georges Perec,France,Europe,Les Choses,Julliard,,Standard,1960
L0164,Prix Renaudot,France,1926,1966,,José Cabanis,France,Europe,La Bataille de Toulouse,Gallimard,,Standard,1960
L0165,Prix Renaudot,France,1926,1967,,Salvat Etchart,France,Europe,Le Monde tel qu'il est,Mercure de France,,Standard,1960
L0166,Prix Renaudot,France,1926,1968,,Yambo Ouologuem,France,Europe,Le Devoir de violence,Seuil,Premier lauréat africain (Mali),Standard,1960
L0167,Prix Renaudot,France,1926,1969,,Max-Olivier Lacamp,France,Europe,Les Feux de la colère,Grasset,,Standard,1960
L0168,Prix Renaudot,France,1926,1970,,Jean Freustié,France,Europe,Isabelle ou l'Arrière-saison,La Table ronde,,Standard,1970
L0169,Prix Renaudot,France,1926,1971,,Pierre-Jean Rémy,France,Europe,Le Sac du palais d'été,Gallimard,,Standard,1970
L0170,Prix Renaudot,France,1926,1972,,Christopher Frank,France,Europe,La Nuit américaine,Seuil,,Standard,1970
L0171,Prix Renaudot,France,1926,1973,,Suzanne Prou,France,Europe,La Terrasse des Bernardini,Calmann-Lévy,,Standard,1970
L0172,Prix Renaudot,France,1926,1974,,Georges Borgeaud,Switzerland,Europe,Le Voyage à l'étranger,Grasset,Premier lauréat suisse,Standard,1970
L0173,Prix Renaudot,France,1926,1975,,Jean Joubert,France,Europe,L'Homme de sable,Grasset,,Standard,1970
L0174,Prix Renaudot,France,1926,1976,,Michel Henry,France,Europe,L'Amour les yeux fermés,Gallimard,,Standard,1970
L0175,Prix Renaudot,France,1926,1977,,Alphonse Boudard,France,Europe,Les Combattants du petit bonheur,La Table ronde,,Standard,1970
L0176,Prix Renaudot,France,1926,1978,,Conrad Detrez,Belgium,Europe,L'Herbe à brûler,Calmann-Lévy,Premier lauréat belge,Standard,1970
L0177,Prix Renaudot,France,1926,1979,,Jean-Marc Roberts,France,Europe,Affaires étrangères,Seuil,,Standard,1970
L0178,Prix Renaudot,France,1926,1980,,Danièle Sallenave,France,Europe,Les Portes de Gubbio,Hachette,,Standard,1980
L0179,Prix Renaudot,France,1926,1981,,Michel del Castillo,France,Europe,La Nuit du décret,Seuil,,Standard,1980
L0180,Prix Renaudot,France,1926,1982,,Georges-Olivier Châteaureynaud,France,Europe,La Faculté des songes,Grasset,,Standard,1980
L0181,Prix Renaudot,France,1926,1983,,Jean-Marie Rouart,France,Europe,Avant-Guerre,Grasset,,Standard,1980
L0182,Prix Renaudot,France,1926,1984,,Annie Ernaux,France,Europe,La Place,Gallimard,,Standard,1980
L0183,Prix Renaudot,France,1926,1985,,Raphaële Billetdoux,France,Europe,Mes nuits sont plus belles que vos jours,Grasset,,Standard,1980
L0184,Prix Renaudot,France,1926,1986,,Christian Giudicelli,France,Europe,Station balnéaire,Gallimard,,Standard,1980
L0185,Prix Renaudot,France,1926,1987,,René-Jean Clot,France,Europe,L'Enfant halluciné,Grasset,,Standard,1980
L0186,Prix Renaudot,France,1926,1988,,René Depestre,Haiti,North America,Hadriana dans tous mes rêves,Gallimard,Premier lauréat haïtien,Standard,1980
L0187,Prix Renaudot,France,1926,1989,,Philippe Doumenc,France,Europe,Les Comptoirs du Sud,Seuil,,Standard,1980
L0188,Prix Renaudot,France,1926,1990,,Jean Colombier,France,Europe,Les Frères Romance,Calmann-Lévy,,Standard,1990
L0189,Prix Renaudot,France,1926,1991,,Dan Franck,France,Europe,La Séparation,Seuil,,Standard,1990
L0190,Prix Renaudot,France,1926,1992,,François Weyergans,Belgium,Europe,La Démence du boxeur,Grasset,Auteur belge,Standard,1990
L0191,Prix Renaudot,France,1926,1993,,Nicolas Bréhal,France,Europe,Les Corps célestes,Gallimard,,Standard,1990
L0192,Prix Renaudot,France,1926,1994,,Guillaume Le Touze,France,Europe,Comme ton père,L'Olivier,,Standard,1990
L0193,Prix Renaudot,France,1926,1995,,Patrick Besson,France,Europe,Les Braban,Albin Michel,,Standard,1990
L0194,Prix Renaudot,France,1926,1996,,Boris Schreiber,France,Europe,Un silence d'environ une demi-heure,Le Cherche midi,,Standard,1990
L0195,Prix Renaudot,France,1926,1997,,Pascal Bruckner,France,Europe,Les Voleurs de beauté,Grasset,,Standard,1990
L0196,Prix Renaudot,France,1926,1998,,Dominique Bona,France,Europe,Le Manuscrit de Port-Ébène,Grasset,,Standard,1990
L0197,Prix Renaudot,France,1926,1999,,Daniel Picouly,France,Europe,L'Enfant léopard,Grasset,,Standard,1990
L0198,Prix Renaudot,France,1926,2000,,Ahmadou Kourouma,France,Europe,Allah n'est pas obligé,Seuil,Premier lauréat ivoirien,Standard,2000
L0199,Prix Renaudot,France,1926,2001,,Martine Le Coz,France,Europe,Céleste,Éditions du Rocher,,Standard,2000
L0200,Prix Renaudot,France,1926,2002,,Gérard de Cortanze,France,Europe,Assam,Albin Michel,,Standard,2000
L0201,Prix Renaudot,France,1926,2003,,Philippe Claudel,France,Europe,Les Âmes grises,Stock,,Standard,2000
L0202,Prix Renaudot,France,1926,2004,,Irène Némirovsky,France,Europe,Suite française,Denoël,Récompense posthume d'une auteure morte en 1942,Standard,2000
L0203,Prix Renaudot,France,1926,2005,,Nina Bouraoui,France,Europe,Mes mauvaises pensées,Stock,,Standard,2000
L0204,Prix Renaudot,France,1926,2006,,Alain Mabanckou,Congo,Africa,Mémoires de porc-épic,Seuil,Premier lauréat congolais,Standard,2000
L0205,Prix Renaudot,France,1926,2007,,Daniel Pennac,France,Europe,Chagrin d'école,Gallimard,,Standard,2000
L0206,Prix Renaudot,France,1926,2008,,Tierno Monénembo,Guinea,Africa,Le Roi de Kahel,Seuil,Premier lauréat guinéen,Standard,2000
L0207,Prix Renaudot,France,1926,2009,,Frédéric Beigbeder,France,Europe,Un roman français,Grasset,,Standard,2000
L0208,Prix Renaudot,France,1926,2010,,Virginie Despentes,France,Europe,Apocalypse Bébé,Grasset,,Standard,2010
L0209,Prix Renaudot,France,1926,2011,,Emmanuel Carrère,France,Europe,Limonov,P.O.L,,Standard,2010
L0210,Prix Renaudot,France,1926,2012,,Scholastique Mukasonga,France,Europe,Notre-Dame du Nil,Gallimard,Première lauréate rwandaise,Standard,2010
L0211,Prix Renaudot,France,1926,2013,,Yann Moix,France,Europe,Naissance,Grasset,,Standard,2010
L0212,Prix Renaudot,France,1926,2014,,David Foenkinos,France,Europe,Charlotte,Gallimard,,Standard,2010
L0213,Prix Renaudot,France,1926,2015,,Delphine de Vigan,France,Europe,D'après une histoire vraie,Lattès,,Standard,2010
L0214,Prix Renaudot,France,1926,2016,,Yasmina Reza,France,Europe,Babylone,Flammarion,,Standard,2010
L0215,Prix Renaudot,France,1926,2017,,Olivier Guez,France,Europe,La Disparition de Josef Mengele,Grasset,,Standard,2010
L0216,Prix Renaudot,France,1926,2018,,Valérie Manteau,France,Europe,Le Sillon,Le Tripode,« Prix spécial » : Le Lambeau de Philippe Lançon[30],Standard,2010
L0217,Prix Renaudot,France,1926,2019,,Sylvain Tesson,France,Europe,La Panthère des neiges,Gallimard,,Standard,2010
L0218,Prix Renaudot,France,1926,2020,,Marie-Hélène Lafon,France,Europe,Histoire du fils,Buchet/Chastel,,Standard,2020
L0219,Prix Renaudot,France,1926,2021,,Amélie Nothomb,France,Europe,Premier Sang,Albin Michel,,Standard,2020
L0220,Prix Renaudot,France,1926,2022,,Simon Liberati,France,Europe,Performance,Grasset,,Standard,2020
L0221,Prix Renaudot,France,1926,2023,,Ann Scott,France,Europe,Les Insolents,Calmann-Lévy,,Standard,2020
L0222,Prix Renaudot,France,1926,2024,,Gaël Faye,France,Europe,Jacaranda,Grasset,,Standard,2020
L0223,Prix Renaudot,France,1926,2025,,Adélaïde de Clermont-Tonnerre,France,Europe,Je voulais vivre,Grasset,,Standard,2020
L0284,Pulitzer Prize for Fiction,USA,1948,1948,,James A. Michener,USA,North America,Tales of South Pacific,,,Standard,1940
L0285,Pulitzer Prize for Fiction,USA,1948,1949,,James Gould Cozzens,USA,North America,Guard of Honor,,,Standard,1940
L0286,Pulitzer Prize for Fiction,USA,1948,1950,,A. B. Guthrie,USA,North America,The Way West,,,Standard,1950
L0287,Pulitzer Prize for Fiction,USA,1948,1951,,Conrad Richter,USA,North America,The Town,,,Standard,1950
L0288,Pulitzer Prize for Fiction,USA,1948,1952,,Herman Wouk,USA,North America,The Caine Mutiny,,,Standard,1950
L0289,Pulitzer Prize for Fiction,USA,1948,1953,,Ernest Hemingway,USA,North America,The Old Man and the Sea,,,Standard,1950
L0290,Pulitzer Prize for Fiction,USA,1948,1954,,,,,,,No prize awarded,No prize,1950
L0291,Pulitzer Prize for Fiction,USA,1948,1955,,William Faulkner,USA,North America,A Fable,,,Standard,1950
L0292,Pulitzer Prize for Fiction,USA,1948,1956,,MacKinlay Kantor,USA,North America,Andersonville,,,Standard,1950
L0293,Pulitzer Prize for Fiction,USA,1948,1957,,,,,,,No prize awarded,No prize,1950
L0294,Pulitzer Prize for Fiction,USA,1948,1958,,James Agee,USA,North America,A Death in the Family,,,Standard,1950
L0295,Pulitzer Prize for Fiction,USA,1948,1959,,Robert Lewis Taylor,USA,North America,The Travels of Jaimie McPheeters,,,Standard,1950
L0296,Pulitzer Prize for Fiction,USA,1948,1960,,Allen Drury,USA,North America,Advise and Consent,,,Standard,1960
L0297,Pulitzer Prize for Fiction,USA,1948,1961,,Harper Lee,USA,North America,To Kill a Mockingbird,,,Standard,1960
L0298,Pulitzer Prize for Fiction,USA,1948,1962,,Edwin O'Connor,USA,North America,The Edge of Sadness,,,Standard,1960
L0299,Pulitzer Prize for Fiction,USA,1948,1963,,William Faulkner,USA,North America,The Reivers,,,Standard,1960
L0300,Pulitzer Prize for Fiction,USA,1948,1964,,,,,,,No prize awarded,No prize,1960
L0301,Pulitzer Prize for Fiction,USA,1948,1965,,Shirley Ann Grau,USA,North America,The Keepers of the House,,,Standard,1960
L0302,Pulitzer Prize for Fiction,USA,1948,1966,,Katherine Anne Porter,USA,North America,The Collected Stories of Katherine Anne Porter,,,Standard,1960
L0303,Pulitzer Prize for Fiction,USA,1948,1967,,Bernard Malamud,USA,North America,The Fixer,,,Standard,1960
L0304,Pulitzer Prize for Fiction,USA,1948,1968,,William Styron,USA,North America,The Confessions of Nat Turner,,,Standard,1960
L0305,Pulitzer Prize for Fiction,USA,1948,1969,,N. Scott Momaday,USA,North America,House Made of Dawn,,,Standard,1960
L0306,Pulitzer Prize for Fiction,USA,1948,1970,,Jean Stafford,USA,North America,The Collected Stories of Jean Stafford,,,Standard,1970
L0307,Pulitzer Prize for Fiction,USA,1948,1971,,,,,,,No prize awarded,No prize,1970
L0308,Pulitzer Prize for Fiction,USA,1948,1972,,Wallace Stegner,USA,North America,Angle of Repose,,,Standard,1970
L0309,Pulitzer Prize for Fiction,USA,1948,1973,,Eudora Welty,USA,North America,The Optimist's Daughter,,,Standard,1970
L0310,Pulitzer Prize for Fiction,USA,1948,1974,,,,,,,No prize awarded,No prize,1970
L0311,Pulitzer Prize for Fiction,USA,1948,1975,,Michael Shaara,USA,North America,The Killer Angels,,,Standard,1970
L0312,Pulitzer Prize for Fiction,USA,1948,1976,,Saul Bellow,USA,North America,Humboldt's Gift,,,Standard,1970
L0313,Pulitzer Prize for Fiction,USA,1948,1977,,,,,,,No prize awarded,No prize,1970
L0314,Pulitzer Prize for Fiction,USA,1948,1978,,James Alan McPherson,USA,North America,Elbow Room,,,Standard,1970
L0315,Pulitzer Prize for Fiction,USA,1948,1979,,John Cheever,USA,North America,The Stories of John Cheever,,,Standard,1970
L0316,Pulitzer Prize for Fiction,USA,1948,1980,,Norman Mailer,USA,North America,The Executioner's Song,,,Standard,1980
L0317,Pulitzer Prize for Fiction,USA,1948,1981,,"John Kennedy Toole , à titre posthume",USA,North America,A Confederacy of Dunces,,,Standard,1980
L0318,Pulitzer Prize for Fiction,USA,1948,1982,,John Updike,USA,North America,Rabbit Is Rich,,,Standard,1980
L0319,Pulitzer Prize for Fiction,USA,1948,1983,,Alice Walker,USA,North America,The Color Purple,,,Standard,1980
L0320,Pulitzer Prize for Fiction,USA,1948,1984,,William J. Kennedy,USA,North America,Ironweed,,,Standard,1980
L0321,Pulitzer Prize for Fiction,USA,1948,1985,,Alison Lurie,USA,North America,Foreign Affairs,,,Standard,1980
L0322,Pulitzer Prize for Fiction,USA,1948,1986,,Larry McMurtry,USA,North America,Lonesome Dove,,,Standard,1980
L0323,Pulitzer Prize for Fiction,USA,1948,1987,,Peter Taylor,USA,North America,A Summons to Memphis,,,Standard,1980
L0324,Pulitzer Prize for Fiction,USA,1948,1988,,Toni Morrison,USA,North America,Beloved,,,Standard,1980
L0325,Pulitzer Prize for Fiction,USA,1948,1989,,Anne Tyler,USA,North America,Breathing Lessons,,,Standard,1980
L0326,Pulitzer Prize for Fiction,USA,1948,1990,,Oscar Hijuelos,USA,North America,The Mambo Kings Play Songs of Love,,,Standard,1990
L0327,Pulitzer Prize for Fiction,USA,1948,1991,,John Updike,USA,North America,Rabbit at Rest,,,Standard,1990
L0328,Pulitzer Prize for Fiction,USA,1948,1992,,Jane Smiley,USA,North America,A Thousand Acres,,,Standard,1990
L0329,Pulitzer Prize for Fiction,USA,1948,1993,,Robert Olen Butler,USA,North America,A Good Scent from a Strange Mountain,,,Standard,1990
L0330,Pulitzer Prize for Fiction,USA,1948,1994,,Annie Proulx,USA,North America,The Shipping News,,,Standard,1990
L0331,Pulitzer Prize for Fiction,USA,1948,1995,,Carol Shields,USA,North America,The Stone Diaries,,,Standard,1990
