laureate_id,prize_name,prize_country,prize_founding_year,year,session,author,author_country,author_continent,book_title,publisher,notes,attribution_type,decade
L0780,Naoki Prize,Japan,1935,1964,H2,Michiko Nagai,Japan,Asia,Enkan (炎環; lit. Ring of Fire) Chanshaoshu no Hanashi (張少子の話; lit. The Story of Zhang Shaozi),,Co-laureate,Co-laureate,1960
L0782,Naoki Prize,Japan,1935,1965,H1,Shigeo Fujii,Japan,Asia,Niji (虹; lit. Rainbow),,,Standard,1960
L0784,Naoki Prize,Japan,1935,1965,H2,Jihei Chiba,Japan,Asia,Yaochō (八百長; lit. Rigged Game) Toriko Shū-ki (虜愁記; lit. Sad Tale of a Prisoner),,Co-laureate,Co-laureate,1960
L0783,Naoki Prize,Japan,1935,1965,H2,Yūkichi Shinbashi,Japan,Asia,Yaochō (八百長; lit. Rigged Game) Toriko Shū-ki (虜愁記; lit. Sad Tale of a Prisoner),,Co-laureate,Co-laureate,1960
L0785,Naoki Prize,Japan,1935,1966,H1,Masaaki Tachihara,Japan,Asia,Shiroi Keshi (白い罌粟; lit. White Poppy),,,Standard,1960
L0786,Naoki Prize,Japan,1935,1966,H2,Hiroyuki Itsuki,Japan,Asia,Aozameta Uma wo Miyo (蒼ざめた馬を見よ; lit. See the Pale Horse),,,Standard,1960
L0787,Naoki Prize,Japan,1935,1967,H1,Jirō Ikushima,Japan,Asia,Oitsumeru (追いつめる; lit. Cornered),,,Standard,1960
L0788,Naoki Prize,Japan,1935,1967,H2,Akiyuki NosakaTooru Miyoshi,Japan,Asia,"American Hijiki (アメリカひじき, Amerika Hijiki), Grave of the Fireflies (火垂るの墓, Hotaru no Haka) Hijiri Shōjo (聖少女; lit. Holy Girl)",,,Standard,1960
L0789,Naoki Prize,Japan,1935,1968,H1,,,,,,No prize awarded,No prize,1960
L0791,Naoki Prize,Japan,1935,1968,H2,Mitsugu Saotome,Japan,Asia,Seigyoku Shishi Kōro (青玉獅子香炉; lit. Sapphire Shishi Incense Burner) Kyōjin no Ori (僑人の檻),,Co-laureate,Co-laureate,1960
L0790,Naoki Prize,Japan,1935,1968,H2,Shunshin Chin,Japan,Asia,Seigyoku Shishi Kōro (青玉獅子香炉; lit. Sapphire Shishi Incense Burner) Kyōjin no Ori (僑人の檻),,Co-laureate,Co-laureate,1960
L0792,Naoki Prize,Japan,1935,1969,H1,Aiko Satō,Japan,Asia,Tatakai Sunde Hi ga Kurete (戦いすんで日が暮れて; lit. The Day of Battle's End Draws to a Close),,,Standard,1960
L0793,Naoki Prize,Japan,1935,1969,H2,,,,,,No prize awarded,No prize,1960
L0794,Naoki Prize,Japan,1935,1970,H1,Junichi WatanabeYūki Shōji,Japan,Asia,Hikari to Kage (光と影; lit. Light and Shadow) Gunki Hatameku Shita ni (軍旗はためく下に; lit. Beneath the Fluttering Battle Flag),,,Standard,1970
L0795,Naoki Prize,Japan,1935,1970,H2,Jō Toyoda,Japan,Asia,Nagaragawa (長良川; lit. Nagara River),,,Standard,1970
L0796,Naoki Prize,Japan,1935,1971,H1,,,,,,No prize awarded,No prize,1970
L0797,Naoki Prize,Japan,1935,1971,H2,,,,,,No prize awarded,No prize,1970
L0799,Naoki Prize,Japan,1935,1972,H1,Kenjō Tsunabuchi,Japan,Asia,Tegusari Shinjū (手鎖心中; lit. Shackled Double Suicide) Zan (斬; lit. Beheading),,Co-laureate,Co-laureate,1970
L0798,Naoki Prize,Japan,1935,1972,H1,Hisashi Inoue,Japan,Asia,Tegusari Shinjū (手鎖心中; lit. Shackled Double Suicide) Zan (斬; lit. Beheading),,Co-laureate,Co-laureate,1970
L0800,Naoki Prize,Japan,1935,1972,H2,,,,,,No prize awarded,No prize,1970
L0801,Naoki Prize,Japan,1935,1973,H1,Shuhei FujisawaHideo Osabe,Japan,Asia,"Ansatsu no Nenrin (暗殺の年輪; lit. Annals of Assassination) Tsugaru Yosare Bushi (津軽世去れ節), Tsugaru Jonkara Bushi (津軽じょんから節)",,,Standard,1970
L0802,Naoki Prize,Japan,1935,1973,H2,,,,,,No prize awarded,No prize,1970
L0803,Naoki Prize,Japan,1935,1974,H1,Giichi Fujimoto,Japan,Asia,Oni no Uta (鬼の詩; lit. Song of Demons),,,Standard,1970
L0804,Naoki Prize,Japan,1935,1974,H2,Ryō Hanmura,Japan,Asia,Ame Yadori (雨やどり; lit. Shelter From the Rain) Atorasu Densetsu (アトラス伝説; lit. The Legend of Atlas),,Co-laureate,Co-laureate,1970
L0805,Naoki Prize,Japan,1935,1974,H2,Magoroku Ide,Japan,Asia,Ame Yadori (雨やどり; lit. Shelter From the Rain) Atorasu Densetsu (アトラス伝説; lit. The Legend of Atlas),,Co-laureate,Co-laureate,1970
L0806,Naoki Prize,Japan,1935,1975,H1,,,,,,No prize awarded,No prize,1970
L0807,Naoki Prize,Japan,1935,1975,H2,Ryuzo Saki,Japan,Asia,Fukushū suru wa Ware ni ari (復讐するは我にあり; lit. Vengeance is Mine),,,Standard,1970
L0808,Naoki Prize,Japan,1935,1976,H1,,,,,,No prize awarded,No prize,1970
L0809,Naoki Prize,Japan,1935,1976,H2,Kyōzō Miyoshi,Japan,Asia,Kosodate Gokko (子育てごっこ; lit. Playing at Raising Children),,,Standard,1970
L0810,Naoki Prize,Japan,1935,1977,H1,,,,,,No prize awarded,No prize,1970
L0811,Naoki Prize,Japan,1935,1977,H2,,,,,,No prize awarded,No prize,1970
L0812,Naoki Prize,Japan,1935,1978,H1,Yō Tsumoto,Japan,Asia,Jinjū no Umi (深重の海; lit. Jinjū's Sea) Rikon (離婚; lit. Divorce),,Co-laureate,Co-laureate,1970
L0813,Naoki Prize,Japan,1935,1978,H1,Takehiro Irokawa,Japan,Asia,Jinjū no Umi (深重の海; lit. Jinjū's Sea) Rikon (離婚; lit. Divorce),,Co-laureate,Co-laureate,1970
L0814,Naoki Prize,Japan,1935,1978,H2,Tomiko Miyao,Japan,Asia,Ichigen no Koto (一絃の琴; lit. One-Stringed Harp) Dai Naniwa Morobito Ourai (大浪花諸人往来; lit. The Comings and Goings of the Many People of Great Naniwa),,Co-laureate,Co-laureate,1970
L0815,Naoki Prize,Japan,1935,1978,H2,Natsuo Ariake,Japan,Asia,Ichigen no Koto (一絃の琴; lit. One-Stringed Harp) Dai Naniwa Morobito Ourai (大浪花諸人往来; lit. The Comings and Goings of the Many People of Great Naniwa),,Co-laureate,Co-laureate,1970
L0816,Naoki Prize,Japan,1935,1979,H1,Takashi AtōdaKomimasa Tanaka,Japan,Asia,"Napoleon Crazy (ナポレオン狂, Naporeon Kyō) Rōkyoku-shi Asahimaru no Hanashi (浪曲師朝日丸の話; lit. The Tales of Master Storyteller Asahimaru), Mimi no Koto (ミミのこと; lit. Matters of the Ear)",,,Standard,1970
L0817,Naoki Prize,Japan,1935,1979,H2,,,,,,No prize awarded,No prize,1970
L0818,Naoki Prize,Japan,1935,1980,H1,Kuniko Mukōda,Japan,Asia,"Hana no Namae (花の名前; lit. Name of the Flower), Kawauso (かわうそ; lit. Otter), Inugoya (犬小屋; lit. Dog House) Kiiroi Kiba (黄色い牙; lit. Yellow Fang)",,Co-laureate,Co-laureate,1980
L0819,Naoki Prize,Japan,1935,1980,H1,Kageki Shimoda,Japan,Asia,"Hana no Namae (花の名前; lit. Name of the Flower), Kawauso (かわうそ; lit. Otter), Inugoya (犬小屋; lit. Dog House) Kiiroi Kiba (黄色い牙; lit. Yellow Fang)",,Co-laureate,Co-laureate,1980
L0820,Naoki Prize,Japan,1935,1980,H2,Masanori Nakamura,Japan,Asia,Genshu no Muhon (元首の謀叛; lit. Sovereign's Rebellion),,,Standard,1980
L0821,Naoki Prize,Japan,1935,1981,H1,Yukio Aoshima,Japan,Asia,Ningen Banji Saiō ga Hinoeuma (人間万事塞翁が丙午; lit. Everything Happens Unpredictably in the Year of the Horse),,,Standard,1980
L0823,Naoki Prize,Japan,1935,1981,H2,Akira Mitsuoka,Japan,Asia,Kamata Kōshinkyoku (蒲田行進曲; lit. Kamata March) Kirai (機雷; lit. Sea Mine),,Co-laureate,Co-laureate,1980
L0822,Naoki Prize,Japan,1935,1981,H2,Kôhei Tsuka,Japan,Asia,Kamata Kōshinkyoku (蒲田行進曲; lit. Kamata March) Kirai (機雷; lit. Sea Mine),,Co-laureate,Co-laureate,1980
L0825,Naoki Prize,Japan,1935,1982,H1,Tomomi Muramatsu,Japan,Asia,En'netsu Shōnin (炎熱商人; lit. Unbearable Heat Merchant) Jidai-ya no Nyōbō (時代屋の女房; lit. Wife of the Shop Era),,Co-laureate,Co-laureate,1980
L0824,Naoki Prize,Japan,1935,1982,H1,Yūsuke Fukada,Japan,Asia,En'netsu Shōnin (炎熱商人; lit. Unbearable Heat Merchant) Jidai-ya no Nyōbō (時代屋の女房; lit. Wife of the Shop Era),,Co-laureate,Co-laureate,1980
L0826,Naoki Prize,Japan,1935,1982,H2,,,,,,No prize awarded,No prize,1980
L0827,Naoki Prize,Japan,1935,1983,H1,Kōshi Kurumizawa,Japan,Asia,Kuropan Furyo-ki (黒パン俘虜記; lit. Chronicle of the Brown Bread Prisoners),,,Standard,1980
L0829,Naoki Prize,Japan,1935,1983,H2,Osamu Takahashi,Japan,Asia,Shiseikatsu (私生活; lit. Private Life) Hiden (秘伝; lit. Mystery),,Co-laureate,Co-laureate,1980
L0828,Naoki Prize,Japan,1935,1983,H2,Takurō Kanki,Japan,Asia,Shiseikatsu (私生活; lit. Private Life) Hiden (秘伝; lit. Mystery),,Co-laureate,Co-laureate,1980
L0831,Naoki Prize,Japan,1935,1984,H1,Toshizō Nanba,Japan,Asia,Koibumi (恋文; lit. Love Letter) Tennojimura (てんのじ村; lit. Tennoji Village),,Co-laureate,Co-laureate,1980
L0830,Naoki Prize,Japan,1935,1984,H1,Mikihiko Renjō,Japan,Asia,Koibumi (恋文; lit. Love Letter) Tennojimura (てんのじ村; lit. Tennoji Village),,Co-laureate,Co-laureate,1980
L0832,Naoki Prize,Japan,1935,1984,H2,,,,,,No prize awarded,No prize,1980
L0833,Naoki Prize,Japan,1935,1985,H1,Yōko Yamaguchi,Japan,Asia,"Enka no Mushi (演歌の虫; lit. Enka Insects), Rōbai (老梅; lit. Old Plum)",,,Standard,1980
L0835,Naoki Prize,Japan,1935,1985,H2,Mariko Hayashi,Japan,Asia,"Uogashi Monogatari (魚河岸ものがたり; lit. Fish Market Story) Saishuu-bin ni Maniaeba (最終便に間に合えば; lit. If I'm in Time for the Last Trip), Kyoto Made (京都まで; lit. Until Kyōto)",,Co-laureate,Co-laureate,1980
L0834,Naoki Prize,Japan,1935,1985,H2,Seigo Morita,Japan,Asia,"Uogashi Monogatari (魚河岸ものがたり; lit. Fish Market Story) Saishuu-bin ni Maniaeba (最終便に間に合えば; lit. If I'm in Time for the Last Trip), Kyoto Made (京都まで; lit. Until Kyōto)",,Co-laureate,Co-laureate,1980
L0836,Naoki Prize,Japan,1935,1986,H1,Hiroko Minagawa,Japan,Asia,Koi Kurenai (恋紅; lit. Crimson Love),,,Standard,1980
L0838,Naoki Prize,Japan,1935,1986,H2,Shinpei Tokiwa,Japan,Asia,"The Red Star of Cadiz (カディスの赤い星, Kadisu no Akai Hoshi) Tooi Amerika (遠いアメリカ; lit. Far Off America)",,Co-laureate,Co-laureate,1980
L0837,Naoki Prize,Japan,1935,1986,H2,Gō Ōsaka,Japan,Asia,"The Red Star of Cadiz (カディスの赤い星, Kadisu no Akai Hoshi) Tooi Amerika (遠いアメリカ; lit. Far Off America)",,Co-laureate,Co-laureate,1980
L0839,Naoki Prize,Japan,1935,1987,H1,Amy Yamada,Japan,Asia,Sōru Myūjikku Rabāzu Onrī (ソウル・ミュージック・ラバーズ・オンリー; lit. Soul Music Lovers Only) Kairōden (海狼伝; lit. Legend of the Sea Wolf),,Co-laureate,Co-laureate,1980
L0840,Naoki Prize,Japan,1935,1987,H1,Ichirō Shiraishi,Japan,Asia,Sōru Myūjikku Rabāzu Onrī (ソウル・ミュージック・ラバーズ・オンリー; lit. Soul Music Lovers Only) Kairōden (海狼伝; lit. Legend of the Sea Wolf),,Co-laureate,Co-laureate,1980
L0841,Naoki Prize,Japan,1935,1987,H2,Makio Abe,Japan,Asia,Sorezore no Tsuigakushō (それぞれの終楽章; lit. The End of Each Musical Movement),,,Standard,1980
L0843,Naoki Prize,Japan,1935,1988,H1,Masaaki Nishiki,Japan,Asia,"Tōi Umi kara Kita Coo (遠い海から来たCOO; lit. From a Distant Ocean Came Coo) Kooreru Hitomi (凍れる瞳; lit. An Eye Freezing Over), Hashima no Onna (端島の女; lit. The Hashima Woman)",,Co-laureate,Co-laureate,1980
L0842,Naoki Prize,Japan,1935,1988,H1,Tamio Kageyama,Japan,Asia,"Tōi Umi kara Kita Coo (遠い海から来たCOO; lit. From a Distant Ocean Came Coo) Kooreru Hitomi (凍れる瞳; lit. An Eye Freezing Over), Hashima no Onna (端島の女; lit. The Hashima Woman)",,Co-laureate,Co-laureate,1980
L0845,Naoki Prize,Japan,1935,1988,H2,Shizuko Tōdō,Japan,Asia,Tōkyō Shin Ōhashi Uchūzu (東京新大橋雨中図; lit. Tokyo New Big Bridge Path Plan) Urete Yuku Natsu (熟れてゆく夏; lit. Ripening Summer),,Co-laureate,Co-laureate,1980
L0844,Naoki Prize,Japan,1935,1988,H2,Akiko Sugimoto,Japan,Asia,Tōkyō Shin Ōhashi Uchūzu (東京新大橋雨中図; lit. Tokyo New Big Bridge Path Plan) Urete Yuku Natsu (熟れてゆく夏; lit. Ripening Summer),,Co-laureate,Co-laureate,1980
L0847,Naoki Prize,Japan,1935,1989,H1,Akira Sasakura,Japan,Asia,Kōenji Junjō Shōtengai (高円寺純情商店街; lit. Kōenji Purehearted Shopping District) Tooi Kuni kara no Satsujinsha (遠い国からの殺人者; lit. Murderer from a Distant Land),,Co-laureate,Co-laureate,1980
L0846,Naoki Prize,Japan,1935,1989,H1,Nejime Shōichi,Japan,Asia,Kōenji Junjō Shōtengai (高円寺純情商店街; lit. Kōenji Purehearted Shopping District) Tooi Kuni kara no Satsujinsha (遠い国からの殺人者; lit. Murderer from a Distant Land),,Co-laureate,Co-laureate,1980
L0848,Naoki Prize,Japan,1935,1989,H2,Seiji Hashikawa,Japan,Asia,Kodenshō (小伝抄; lit. Precise Biographical Sketch) Watashi ga Koroshita Shōjo (私が殺した少女; lit. The Girl I Killed),,Co-laureate,Co-laureate,1980
L0849,Naoki Prize,Japan,1935,1989,H2,Ryō Hara,Japan,Asia,Kodenshō (小伝抄; lit. Precise Biographical Sketch) Watashi ga Koroshita Shōjo (私が殺した少女; lit. The Girl I Killed),,Co-laureate,Co-laureate,1980
L0850,Naoki Prize,Japan,1935,1990,H1,Tsumao Awasaka,Japan,Asia,Kage Kikyō (蔭桔梗; lit. Shadow Bellflower),,,Standard,1990
L0851,Naoki Prize,Japan,1935,1990,H2,Kaoru Furukawa,Japan,Asia,Hyōhakusha no Aria (漂泊者のアリア; lit. A Vagabond's Aria),,,Standard,1990
L0852,Naoki Prize,Japan,1935,1991,H1,Masamitsu Miyagitani,Japan,Asia,Kaki Shunjyū (夏姫春秋; lit. Summer Princess Spring and Autumn) Seishun Dendekedekedeke (青春デンデケデケデケ; lit. Youth Dendekedekedeke),,Co-laureate,Co-laureate,1990
L0853,Naoki Prize,Japan,1935,1991,H1,Sunao Ashihara,Japan,Asia,Kaki Shunjyū (夏姫春秋; lit. Summer Princess Spring and Autumn) Seishun Dendekedekedeke (青春デンデケデケデケ; lit. Youth Dendekedekedeke),,Co-laureate,Co-laureate,1990
L0854,Naoki Prize,Japan,1935,1991,H2,Yoshio Takahashi,Japan,Asia,Ōkami Bugyō (狼奉行; lit. Wolf Magistrate) Akai Kioku (緋い記憶; lit. Red Memory),,Co-laureate,Co-laureate,1990
L0855,Naoki Prize,Japan,1935,1991,H2,Katsuhiko Takahashi,Japan,Asia,Ōkami Bugyō (狼奉行; lit. Wolf Magistrate) Akai Kioku (緋い記憶; lit. Red Memory),,Co-laureate,Co-laureate,1990
L0856,Naoki Prize,Japan,1935,1992,H1,Shizuka Ijūin,Japan,Asia,Uke Tsuki (受け月; lit. Receiving Month),,,Standard,1990
L0857,Naoki Prize,Japan,1935,1992,H2,Tatsurō Dekune,Japan,Asia,Tsukudashima Futari Shobō (佃島ふたり書房; lit. Tsukuda Island Two Bookstores),,,Standard,1990
L0858,Naoki Prize,Japan,1935,1993,H1,Kaoru Takamura,Japan,Asia,"Mākusu no Yama (マークスの山; lit. Marks' Mountain) The Budding Tree (恋忘れ草, Koi Wasuregusa)",,Co-laureate,Co-laureate,1990
L0859,Naoki Prize,Japan,1935,1993,H1,Aiko Kitahara,Japan,Asia,"Mākusu no Yama (マークスの山; lit. Marks' Mountain) The Budding Tree (恋忘れ草, Koi Wasuregusa)",,Co-laureate,Co-laureate,1990
L0861,Naoki Prize,Japan,1935,1993,H2,Masayoshi Satō,Japan,Asia,Shinjuku Zame – Mugen Ningyō (新宿鮫 無間人形; lit. Shinjuku Sharks: Infinite Puppets) Ebisu-ya Kihei Tebikae (恵比寿屋喜兵衛手控え; lit. Ebisu Shop Kihei Memorandum),,Co-laureate,Co-laureate,1990
L0860,Naoki Prize,Japan,1935,1993,H2,Arimasa Osawa,Japan,Asia,Shinjuku Zame – Mugen Ningyō (新宿鮫 無間人形; lit. Shinjuku Sharks: Infinite Puppets) Ebisu-ya Kihei Tebikae (恵比寿屋喜兵衛手控え; lit. Ebisu Shop Kihei Memorandum),,Co-laureate,Co-laureate,1990
L0863,Naoki Prize,Japan,1935,1994,H1,Yasuhisa Ebisawa,Japan,Asia,Futatsu no Sanga (二つの山河; lit. Two Mountains and Rivers) Kikyō (帰郷; lit. Homecoming),,Co-laureate,Co-laureate,1990
L0862,Naoki Prize,Japan,1935,1994,H1,Akihiko Nakamura,Japan,Asia,Futatsu no Sanga (二つの山河; lit. Two Mountains and Rivers) Kikyō (帰郷; lit. Homecoming),,Co-laureate,Co-laureate,1990
L0864,Naoki Prize,Japan,1935,1994,H2,,,,,,No prize awarded,No prize,1990
L0865,Naoki Prize,Japan,1935,1995,H1,Shun Akasegawa,Japan,Asia,Hakkyū Zan'ei (白球残映),,,Standard,1990
L0866,Naoki Prize,Japan,1935,1995,H2,Mariko Koike,Japan,Asia,Koi (恋; lit. Love) Terorisuto no Parasoru (テロリストのパラソル; lit. The Terrorist's Parasol),,Co-laureate,Co-laureate,1990
L0867,Naoki Prize,Japan,1935,1995,H2,Iori Fujiwara,Japan,Asia,Koi (恋; lit. Love) Terorisuto no Parasoru (テロリストのパラソル; lit. The Terrorist's Parasol),,Co-laureate,Co-laureate,1990
L0868,Naoki Prize,Japan,1935,1996,H1,Asa Nonami,Japan,Asia,"The Hunter (凍える牙, Kogoeru Kiba)",,,Standard,1990
L0869,Naoki Prize,Japan,1935,1996,H2,Masako Bandō,Japan,Asia,Yamahaha (山妣; lit. Mountain Mother),,,Standard,1990
L0870,Naoki Prize,Japan,1935,1997,H1,Setsuko Shinoda,Japan,Asia,"Onnatachi no Jihaado (女たちのジハード; lit. The Women's Jihad) The Stationmaster (鉄道員, Poppoya)",,Co-laureate,Co-laureate,1990
L0871,Naoki Prize,Japan,1935,1997,H1,Jirō Asada,Japan,Asia,"Onnatachi no Jihaado (女たちのジハード; lit. The Women's Jihad) The Stationmaster (鉄道員, Poppoya)",,Co-laureate,Co-laureate,1990
L0872,Naoki Prize,Japan,1935,1997,H2,,,,,,No prize awarded,No prize,1990
L0873,Naoki Prize,Japan,1935,1998,H1,Chōkitsu Kurumatani,Japan,Asia,"The Paradise Bird Tattoo (赤目四十八瀧心中未遂, Akame Shijūya-taki Shinjū Misui)",,,Standard,1990
L0874,Naoki Prize,Japan,1935,1998,H2,Miyuki Miyabe,Japan,Asia,Riyū (理由; lit. The Reason),,,Standard,1990
L0875,Naoki Prize,Japan,1935,1999,H1,Kenichi Satō,Japan,Asia,Ōhi no Rikon (王妃の離婚; lit. The Queen's Divorce) Yawaraka na Hoho (柔らかな頬; lit. Soft Cheeks),,Co-laureate,Co-laureate,1990
L0876,Naoki Prize,Japan,1935,1999,H1,Natsuo Kirino,Japan,Asia,Ōhi no Rikon (王妃の離婚; lit. The Queen's Divorce) Yawaraka na Hoho (柔らかな頬; lit. Soft Cheeks),,Co-laureate,Co-laureate,1990
L0877,Naoki Prize,Japan,1935,1999,H2,Rei Nakanishi,Japan,Asia,Nagasaki Burabura Bushi (長崎ぶらぶら節; lit. Ballad of a Nagasaki Stroll),,,Standard,1990
L0878,Naoki Prize,Japan,1935,2000,H1,Yoichi Funado,Japan,Asia,"May in the Valley of the Rainbow (虹の谷の五月, Niji no Tani no Gogatsu) Go",,Co-laureate,Co-laureate,2000
L0879,Naoki Prize,Japan,1935,2000,H1,Kazuki Kaneshiro,Japan,Asia,"May in the Valley of the Rainbow (虹の谷の五月, Niji no Tani no Gogatsu) Go",,Co-laureate,Co-laureate,2000
L0880,Naoki Prize,Japan,1935,2000,H2,Kiyoshi Shigematsu,Japan,Asia,Bitamin F (ビタミンF; lit. Vitamin F) Puranaria (プラナリア; lit. Planaria),,Co-laureate,Co-laureate,2000
L0881,Naoki Prize,Japan,1935,2000,H2,Fumio Yamamoto,Japan,Asia,Bitamin F (ビタミンF; lit. Vitamin F) Puranaria (プラナリア; lit. Planaria),,Co-laureate,Co-laureate,2000
L0882,Naoki Prize,Japan,1935,2001,H1,Yoshinaga Fujita,Japan,Asia,Ai no Ryōbun (愛の領分; lit. Territory of Love),,,Standard,2000
L0883,Naoki Prize,Japan,1935,2001,H2,Ichiriki Yamamoto,Japan,Asia,Akanezora (あかね空; lit. A Deep-Red Sky) Katagoshi no Koibito (肩ごしの恋人; lit. Over-the-Shoulder Lover),,Co-laureate,Co-laureate,2000
L0884,Naoki Prize,Japan,1935,2001,H2,Kei Yuikawa,Japan,Asia,Akanezora (あかね空; lit. A Deep-Red Sky) Katagoshi no Koibito (肩ごしの恋人; lit. Over-the-Shoulder Lover),,Co-laureate,Co-laureate,2000
L0885,Naoki Prize,Japan,1935,2002,H1,Yuzaburō Otokawa,Japan,Asia,Ikiru (生きる; lit. To Live),,,Standard,2000
L0886,Naoki Prize,Japan,1935,2002,H2,,,,,,No prize awarded,No prize,2000
L0887,Naoki Prize,Japan,1935,2003,H1,Ira Ishida,Japan,Asia,"4-Teen (4TEEN フォーティーン) Hoshiboshi no Fune (星々の舟, lit. Ship of Stars)",,Co-laureate,Co-laureate,2000
L0888,Naoki Prize,Japan,1935,2003,H1,Yuka Murayama,Japan,Asia,"4-Teen (4TEEN フォーティーン) Hoshiboshi no Fune (星々の舟, lit. Ship of Stars)",,Co-laureate,Co-laureate,2000
L0889,Naoki Prize,Japan,1935,2003,H2,Kaori Ekuni,Japan,Asia,"Gokyu suru Junbi wa Dekiteita (号泣する準備はできていた; lit. Preparations for Crying Have Been Made) Nochino Kōsetsu Hyaku Monogatari (後巷説百物語, lit. Further Gossip Hundred Tales)",,Co-laureate,Co-laureate,2000
L0890,Naoki Prize,Japan,1935,2003,H2,Natsuhiko Kyogoku,Japan,Asia,"Gokyu suru Junbi wa Dekiteita (号泣する準備はできていた; lit. Preparations for Crying Have Been Made) Nochino Kōsetsu Hyaku Monogatari (後巷説百物語, lit. Further Gossip Hundred Tales)",,Co-laureate,Co-laureate,2000
L0891,Naoki Prize,Japan,1935,2004,H1,Hideo Okuda,Japan,Asia,Kūchū Buranko (空中ブランコ; lit. Trapeze) Kaikō no Mori (邂逅の森; lit. Forest of the Chance Meeting),,Co-laureate,Co-laureate,2000
L0892,Naoki Prize,Japan,1935,2004,H1,Tatsuya Kumagai,Japan,Asia,Kūchū Buranko (空中ブランコ; lit. Trapeze) Kaikō no Mori (邂逅の森; lit. Forest of the Chance Meeting),,Co-laureate,Co-laureate,2000
L0893,Naoki Prize,Japan,1935,2004,H2,Mitsuyo Kakuta,Japan,Asia,Taigan no Kanojo (対岸の彼女; lit. The Woman on the Opposite Shore),,,Standard,2000
L0894,Naoki Prize,Japan,1935,2005,H1,Minato Shukawa,Japan,Asia,Hana Manma (花まんま; lit. As a Flower),,,Standard,2000
L0895,Naoki Prize,Japan,1935,2005,H2,Keigo Higashino,Japan,Asia,"The Devotion of Suspect X (容疑者Xの献身, Yōgisha X no Kenshin)",,,Standard,2000
L0896,Naoki Prize,Japan,1935,2006,H1,Shion Miura,Japan,Asia,Mahoro Ekimae Tada Benri-ken (まほろ駅前多田便利軒; lit. The Convenience Shop Just Before Mahoro Station) Kaze ni Maiagaru Binīru Shīto (風に舞いあがるビニールシート; lit. A Vinyl Sheet Dancing in the Wind),,Co-laureate,Co-laureate,2000
L0897,Naoki Prize,Japan,1935,2006,H1,Eto Mori,Japan,Asia,Mahoro Ekimae Tada Benri-ken (まほろ駅前多田便利軒; lit. The Convenience Shop Just Before Mahoro Station) Kaze ni Maiagaru Binīru Shīto (風に舞いあがるビニールシート; lit. A Vinyl Sheet Dancing in the Wind),,Co-laureate,Co-laureate,2000
L0898,Naoki Prize,Japan,1935,2006,H2,,,,,,No prize awarded,No prize,2000
L0899,Naoki Prize,Japan,1935,2007,H1,Kesako Matsui,Japan,Asia,Yoshiwara Tebikigusa (吉原手引草; lit. Yoshiwara Handbook),,,Standard,2000
L0900,Naoki Prize,Japan,1935,2007,H2,Kazuki Sakuraba,Japan,Asia,Watashi no Otoko (私の男; lit. My Man),,,Standard,2000
L0901,Naoki Prize,Japan,1935,2008,H1,Areno Inoue,Japan,Asia,Kiriha e (切羽へ; lit. To the Face),,,Standard,2000
L0903,Naoki Prize,Japan,1935,2008,H2,Ken'ichi Yamamoto,Japan,Asia,Itamu Hito (悼む人; lit. Mourned Person) Rikyū ni Tazune yo (利休にたずねよ; lit. Go Ask Rikyū),,Co-laureate,Co-laureate,2000
L0902,Naoki Prize,Japan,1935,2008,H2,Arata Tendo,Japan,Asia,Itamu Hito (悼む人; lit. Mourned Person) Rikyū ni Tazune yo (利休にたずねよ; lit. Go Ask Rikyū),,Co-laureate,Co-laureate,2000
L0904,Naoki Prize,Japan,1935,2009,H1,Kaoru Kitamura,Japan,Asia,Sagi to Yuki (鷺と雪; lit. Herons and Snow),,,Standard,2000
L0905,Naoki Prize,Japan,1935,2009,H2,Jō Sasaki,Japan,Asia,Haikyo ni Kō (廃墟に乞う; lit. An Invitation to the Ruins) Hokanaranu Hito e (ほかならぬ人へ; lit. To None Other Than),,Co-laureate,Co-laureate,2000
L0906,Naoki Prize,Japan,1935,2009,H2,Kazufumi Shiraishi,Japan,Asia,Haikyo ni Kō (廃墟に乞う; lit. An Invitation to the Ruins) Hokanaranu Hito e (ほかならぬ人へ; lit. To None Other Than),,Co-laureate,Co-laureate,2000
L0907,Naoki Prize,Japan,1935,2010,H1,Kyōko Nakajima,Japan,Asia,Chiisai O'uchi (小さいおうち; lit. A Small House),,,Standard,2010
L0908,Naoki Prize,Japan,1935,2010,H2,Nobori Kiuchi,Japan,Asia,Hyōsa no Utau (漂砂のうたう; lit. The Singing of the Sands) Tsuki to Kani (月と蟹; lit. The Moon and Crabs),,Co-laureate,Co-laureate,2010
L0909,Naoki Prize,Japan,1935,2010,H2,Shūsuke Michio,Japan,Asia,Hyōsa no Utau (漂砂のうたう; lit. The Singing of the Sands) Tsuki to Kani (月と蟹; lit. The Moon and Crabs),,Co-laureate,Co-laureate,2010
L0910,Naoki Prize,Japan,1935,2011,H1,Jun Ikeido,Japan,Asia,"Shitamachi Roketto (下町ロケット, lit. Shitamachi Rocket)",,,Standard,2010
L0911,Naoki Prize,Japan,1935,2011,H2,Rin Hamuro,Japan,Asia,Higurashi no Ki (蜩ノ記; lit. Cicada Chronicles),,,Standard,2010
